level_0,index,Chunk,Tag,sentence_id,Spans
6966,12600,Chất :?,0.0,5634,[]
6967,12602,Em chưa đủ 18 mà làm một đứa thì sợ mọi người có trầm trồ quá không anh?,0.0,5635,[]
6968,12604,Nguyễn Đặng Như Ý.,0.0,5636,[]
6969,12605,Nhớ ngen cưng,0.0,5636,[]
6970,12607,Fan cứng rồi nek,0.0,5637,[]
6971,12609,Tối có stream k tộc trưởng ưi nhớ quá,0.0,5638,[]
6972,12611,Xuân Mai Bảo Ngọc Yến Nhi trend nha mấy bà,0.0,5639,[]
6973,12613,ý thức nd đã kém rồi nói gì đến mấy anh bụng phệ,1.0,5640,"[[13, 15], [40, 47]]"
6974,12615,Quỳnhh Hoa lên top b à =))),0.0,5641,[]
6975,12617,Con quỷ ngọc hiếu.,1.0,5642,"[[0, 6]]"
6976,12618,Cái thứ ngu ngục tù.,1.0,5642,"[[8, 18]]"
6977,12619,Đou mẹ nó bị con minh hiếu chửi sắp mặt lozz.,1.0,5642,"[[0, 8], [13, 15], [27, 30], [32, 43]]"
6978,12620,giờ lại áp phe với con minh hiếu.ko biết sĩ diện.,1.0,5642,"[[8, 13], [19, 21]]"
6979,12622,Ngày này cũng tới,0.0,5643,[]
6980,12624,Thằng óc chó,1.0,5644,"[[0, 11]]"
6981,12626,Quảng C:),0.0,5645,[]
6982,12628,Ốc chó mới kêu cầm cờ việt nam diễn tập.,1.0,5646,"[[0, 7]]"
6983,12630,Chửi thằng nguyễn sin đi chị thằng này ác lắm.,1.0,5647,"[[0, 3], [5, 9], [29, 33], [39, 40]]"
6984,12631,Hình như mũi chị Hiếu hơi lệch á.,0.0,5647,[]
6985,12633,Mình mới gặp chị ở Vtri 😒😒 k biết trốn lịch quay đi đâu,0.0,5648,[]
6986,12635,Con mẹ mày trốn học thầy tao qua đây khịa cái gì đây 😁😁😁,1.0,5649,"[[0, 9], [25, 27]]"
6987,12637,😐,0.0,5650,[]
6988,12639,78 hả a,0.0,5651,[]
6989,12641,Từ từ thôi :(((,0.0,5652,[]
6990,12643,Ý thức không bằng cả Huấn râu gì.,1.0,5653,"[[0, 31]]"
6991,12644,Chán,0.0,5653,[]
6992,12646,Một phút bóc đồng bằng cả đời bóc cức 😂,1.0,5654,"[[30, 36]]"
6993,12648,Cực kì thuyết phục😂,0.0,5655,[]
6994,12650,Lỗ mũi chuột yêu quái trong phim tây du ký phần 2 toàn là yêu quái lạ kg.,0.0,5656,[]
6995,12652,Bả nói chuyện cười chết phải nói là có khiếu,0.0,5657,[]
6996,12654,Nhật Phú Nguyễn xin video,0.0,5658,[]
6997,12656,Còn yêu ai nấy cũng về.,0.0,5659,[]
6998,12657,😊,0.0,5659,[]
6999,12659,"Nail là 1 nghề như nhiều nghành nghề lương thiện khác nhưng dưới bàn tay đen đúa của Tuyên giáo nó thành 1 cái nghề thấp kém, hạ đẳng.",1.0,5660,"[[60, 94], [96, 97], [126, 132]]"
7000,12660,"Nghề nào cũng để kiếm sống, nuôi sống gia đình, phục vụ xã hội cộng đồng không phân biệt giàu sang hay thấp hèn.",0.0,5660,[]
7001,12661,Bản chất của CNCS là bình đẳng bác ái nhưng những hiện nay họ đang thực hiện hoàn toàn trái ngược.,0.0,5660,[]
7002,12663,Nguyễn Quang Phụng ừ,0.0,5661,[]
7003,12665,Lua dao nhung nguoi nhe long .lua dao cac dan mang .,1.0,5662,"[[0, 6], [30, 36]]"
7004,12666,ve vn la may chet me do con be de cho nhu may se qua bao,1.0,5662,"[[9, 11], [13, 16], [18, 19], [24, 26], [28, 32], [34, 36], [42, 44], [49, 55]]"
7005,12668,Mình còn ko bt nó là cn j,0.0,5663,[]
7006,12670,"Suong ,",0.0,5664,[]
7007,12672,"phá hoại hạnh phúc nhà ngta , đâu có ảnh hưởng miếng cơm manh áo nhà bạn mà bán báo",1.0,5665,"[[30, 71]]"
7008,12674,Đụ me ngu còn ghi xàm .,1.0,5666,"[[0, 4], [6, 8], [18, 20]]"
7009,12675,Nó lấp đất đầy cái đồng tháp mười chứ làm thinh cái c**.,1.0,5666,"[[0, 1], [52, 54]]"
7010,12677,10 đời chồng từ 17:17 cho ai cần :)),0.0,5667,[]
7011,12679,bầu cử cl gì mà tao lên fb biết kq đâu mấy tháng trc rồi.,1.0,5668,"[[7, 8], [16, 18]]"
7012,12680,bâu làm cm gì nữa lấy tiền chia đi nhâu có đã k,1.0,5668,"[[8, 9]]"
7013,12682,Con bóng chúa sẽ bị ma ám in bv 😏,1.0,5669,"[[0, 12], [20, 24], [32, 32]]"
7014,12684,Cận thận nhà ae,0.0,5670,[]
7015,12686,Bò đỏ nó yêu thương bố tàu còn không hết mà ghét gì chớ,1.0,5671,"[[6, 7], [20, 25]]"
7016,12688,hâhha,0.0,5672,[]
7017,12690,Bệnh viện đa quốc gia tài trợ cho chương trình này 🤣🤣🤣,0.0,5673,[]
7018,12692,nghỉ lâu thế thầy :(((,0.0,5674,[]
7019,12694,Trần Trà hi homie,0.0,5675,[]
7020,12696,xàm lồn,1.0,5676,"[[0, 6]]"
7021,12698,Chạy từ từ thôi abe,0.0,5677,[]
7022,12700,Nguyễn Hoàng An chắc tưởng đây care =)))),0.0,5678,[]
7023,12702,Con linh này nó k biết nhục sao mà còn đua cái mặt lên cà.,1.0,5679,"[[0, 2], [13, 14], [16, 26]]"
7024,12704,"Nhưng mang ra rạp thì đéo đứa nào coi, kể cả miễn phí chứ chưa nói đến bán vé.",1.0,5680,"[[22, 24]]"
7025,12706,Nguyễn Đào Nguyên,0.0,5681,[]
7026,12708,"Ok thầy, thầy sela",0.0,5682,[]
7027,12710,ny tùng sói nhaa ❤️,0.0,5683,[]
7028,12712,Cô chửi hay quá ❤️❤️❤️,0.0,5684,[]
7029,12714,Chí Phèo thời nay.,0.0,5685,[]
7030,12716,Thế nên ai cũng yêu quí bác Dần chứ không ưa gì bọn ba que rách năm 2020 rồi vẫn ngu,1.0,5686,"[[48, 62], [81, 83]]"
7031,12718,Nói ý thức như đb thì tội cho đb quá.,1.0,5687,"[[4, 16], [30, 31]]"
7032,12719,Đ m,1.0,5687,"[[0, 2]]"
7033,12721,Địt con mẹ cnó vẽ rađể ăn chia với nhau ý mà.,1.0,5688,"[[0, 9], [12, 13]]"
7034,12722,Làm cổng 200ti để tế thằng tổ cnó ah,1.0,5688,"[[18, 32]]"
7035,12724,cỡ giáo án Doãn Chí Bình tối qua ko ba gà :)),0.0,5689,[]
7036,12726,cà khịa t chém,1.0,5690,"[[0, 13]]"
7037,12728,Cuoi qa troi qa dat lun,0.0,5691,[]
7038,12730,nghe nứng wá thầy ơi,1.0,5692,"[[5, 8]]"
7039,12732,Nghe có lý nhưng lại rất thuyết phục,0.0,5693,[]
7040,12734,Hồ Văn Kiệt Duy Trương,0.0,5694,[]
7041,12736,Ok a zai :))),0.0,5695,[]
7042,12738,"Mình k cần yêu, cưới luôn đi cMinh Hà",0.0,5696,[]
7043,12740,Sống nhanh lên ae ơi :)),0.0,5697,[]
7044,12742,Dì 3 ê dì 3_ là trai hay gái ạ,0.0,5698,[]
7045,12744,Nhi Nhi bạn có vấn đề về quang học ak.,1.0,5699,"[[12, 33]]"
7046,12745,Con này là con mực nhé,0.0,5699,[]
7047,12747,Tử hình,1.0,5700,"[[0, 6]]"
7048,12749,Đừng qua chùa hà thăm a nhá =))),0.0,5701,[]
7049,12751,Loại mày trước sau gì trời cũng đánh mày,1.0,5702,"[[5, 7], [22, 39]]"
7050,12753,Ngọc Ánh sợ quá nhưng e vừa về rồi😜,0.0,5703,[]
7051,12755,"Pha đánh răng ám ảnh nhất lịch sử điện ảnh, có thể lưu truyền mọi thời đại, là biểu tượng để các diễn viên học tập theo🤣🤣🤣🤣",0.0,5704,[]
7052,12757,lại dỗi,0.0,5705,[]
7053,12759,Nghe vô lý nhưng lại cực kì thuyết phục 🙂,0.0,5706,[]
7054,12761,"Bac hai nay tang cho no con virus chinh phu my bot di tien cua lunatic man nay , nguoi dan viet nam luu vong do ho then",1.0,5707,"[[100, 107], [112, 118]]"
7055,12763,em đ có cửa 😞,1.0,5708,"[[3, 3]]"
7056,12765,Bắt trend hơi trễ nha :))),0.0,5709,[]
7057,12767,Aloooo,0.0,5710,[]
7058,12769,Kiên lên báo này Phạm Kiên,0.0,5711,[]
7059,12771,Chị ơi hay,0.0,5712,[]
7060,12773,Ngọc Trâm,0.0,5713,[]
7061,12775,"chúng ta càng nhân nhượng, bọn chúng càng lấn tới.",0.0,5714,[]
7062,12776,Câu nói của chủ tịch Hồ Chí Minh vẫn còn vang rõ đến đời nay.,0.0,5714,[]
7063,12777,Mà sao đối sách của chúng ta ko thể làm gì đc chúng sao?,0.0,5714,[]
7064,12779,"cả 2 đều có vấn đề khi sự kiện "" Trịnh - Nguyễn phân tranh "" =))",0.0,5715,[]
7065,12781,Trần Sang ổ cc,1.0,5716,"[[12, 13]]"
7066,12783,nhìn ngon wa,0.0,5717,[]
7067,12785,Đông Kiếm Em,0.0,5718,[]
7068,12787,lanh dao dang nhau phat bieu coi ai la quan quan phat bieu ngu nhat day ma,1.0,5719,"[[59, 61]]"
7069,12789,Con chó diên dan chuong trình nghe muon ỉa ra quần,1.0,5720,"[[0, 11], [30, 49]]"
7070,12791,Chắc mình mù âm nhạc nên thấy k hay,0.0,5721,[]
7071,12793,Hóng,0.0,5722,[]
7072,12795,"Hongkong ủng hộ TQ trả đũa Mỹ, Hongkong ở đây là chỉ một mình bà Carrie Lam và bộ sậu tay sai TQ của bà ta, chứ không phải người dân Hongkong.",1.0,5723,"[[79, 92]]"
7073,12797,Dlv sủa hộ ?,1.0,5724,"[[0, 2], [4, 6]]"
7074,12799,Lê Quang Trường like,0.0,5725,[]
7075,12801,Cố gắng làm cán bộ.giết người ko sao nhé,1.0,5726,"[[19, 22]]"
7076,12803,"<3 tự hào là người VN, tự hào là cháu ngoan Bác Hồ :D",0.0,5727,[]
7077,12805,Cái miệng vòi bò nhức nhúc,1.0,5728,"[[10, 15]]"
7078,12807,nó đeo nắm đấm sắt thì chết mẹ,1.0,5729,"[[0, 1], [23, 29]]"
7079,12809,Suc vat là có thật,1.0,5730,"[[0, 6]]"
7080,12811,Anh Minh đú ít thôi chậm cặc,1.0,5731,"[[9, 10], [25, 27]]"
7081,12813,Phạm Lê Chiến Tuyến thoii tự giác ở nhà,0.0,5732,[]
7082,12815,Lại 1 người nữa ra đi,0.0,5733,[]
7083,12817,Đặng Thái Hoàng Châu dư âm từ năm này sang năm khác,0.0,5734,[]
7084,12819,Phát hiện nhân tài quá muộn rất tiếc cho vn,0.0,5735,[]
7085,12821,Thằng ad lại sủa.,1.0,5736,"[[0, 4], [13, 15]]"
7086,12823,éo cần nhé!,1.0,5737,"[[0, 1]]"
7087,12824,cứ đè bọn dân ra là có tiền :)),1.0,5737,"[[3, 4], [6, 8]]"
7088,12826,Sáng mắt chưa Nhung :),1.0,5738,"[[0, 12]]"
7089,12828,Tấu hài mùa dịch,0.0,5739,[]
7090,12830,"Van hoa ""doc tai""!",1.0,5740,"[[8, 16]]"
7091,12832,thế mày nghĩ nó quan tâm đến việc mày vội hay ko vội à.,1.0,5741,"[[4, 6], [34, 36]]"
7092,12833,ngu v k l :v,1.0,5741,"[[0, 8]]"
7093,12835,Có dịp nào xuống nhà chị chơi nhé!,0.0,5742,[]
7094,12837,A ba chụp hình với hyuna à :)),0.0,5743,[]
7095,12839,Hải Yến bố cái con thái lọ,1.0,5744,"[[8, 9], [15, 17], [19, 25]]"
7096,12841,😂🤣,0.0,5745,[]
7097,12843,"xa hay gần k qtrong, qtrong là mình iu nhau :))",0.0,5746,[]
7098,12845,Nghĩ nhiều phát mệttt .,0.0,5747,[]
7099,12847,Quý vị đừng mong Việt nam phát triển nhé.,0.0,5748,[]
7100,12848,"Nhìn sơ sơ cũng thấy tụi nó coi chế độ là quan trọng chứ ko phải đất nước, dẫn chứng nhẹ cái nè: CHXHCN VN đặt tên nước cũng phải đặt cái quái thái xhcn lên trước rồi mới đến Việt Nam, nghĩa là chế độ trước rồi",1.0,5748,"[[21, 26], [138, 146]]"
7101,12850,Lúc nào mà chúng chẳng hô hào học tập và làm việc theo tấm gương đạo đức Hồ Chí Minh.,1.0,5749,"[[11, 15]]"
7102,12851,nhưng thực tế chúng toàn làm ngược lại.,1.0,5749,"[[14, 37]]"
7103,12853,"An Nguyễn Đức giờ mình nói chung (giống như làm toán đặt thừa số chung vậy mà) là vầy : mình đi vệ sinh là đã góp phần nuôi sống cái đám "" đầy tớ của nhân dân"" rồi .",1.0,5750,"[[133, 135]]"
7104,12855,Hôm qua mới gặp đi ăn đám xong .,0.0,5751,[]
7105,12857,Ngta chi ân bn ạ.bn ơi hàng F1 nha bn,0.0,5752,[]
7106,12859,Giống mấy thằng fan NTN.,1.0,5753,"[[10, 14]]"
7107,12860,"Chê thằng NTN làm video thiếu ý thức xong nó nhảy vào bảo "" có bằng ngta không mà nói"" clm =))",1.0,5753,"[[4, 8], [42, 43], [87, 89]]"
7108,12862,Làm nhạc ri chết tụi học sinh,0.0,5754,[]
7109,12864,"Ai ko biết nhục thì có thể cười thật tươi cũng được, đó cũng là 1 cách giải quyết khó khăn :)))))",1.0,5755,"[[11, 14]]"
7110,12866,sale cc à thầy 😆😆,1.0,5756,"[[5, 6]]"
7111,12868,Địt cụ chúng nó?,1.0,5757,"[[0, 2]]"
7112,12869,Bắt sâu nặng quá.,0.0,5757,[]
7113,12870,Một đất nước xã hội khốn nạn,1.0,5757,"[[20, 27]]"
7114,12872,Học thêm luôn =))),0.0,5758,[]
7115,12874,Không phải là mập mờ,0.0,5759,[]
7116,12876,Thằng làm nghề giáo dục cuồng like .,1.0,5760,"[[0, 4], [24, 28]]"
7117,12878,Đm ad phản lại cái động.,1.0,5761,"[[0, 1], [6, 22]]"
7118,12879,Là công an thì có quyền nhé.,0.0,5761,[]
7119,12880,Đéo biết gì lại còn nguy hiểm.,1.0,5761,"[[0, 2]]"
7120,12881,Sửu nhi,1.0,5761,"[[0, 6]]"
7121,12883,Chiếm đoạt tiền dân thôi.,1.0,5762,"[[0, 9]]"
7122,12884,Giờ toàn thề thốt chơi chữ.,0.0,5762,[]
7123,12885,"""tặng quà"" chứ không phải là hối lộ.",1.0,5762,"[[29, 34]]"
7124,12886,"Thằng cựu bộ trưởng đổ thằng thứ trưởng, thằng thứ trưởng đổ thằng bộ trưởng.",1.0,5762,"[[0, 4], [23, 27], [41, 45], [61, 65]]"
7125,12887,"Một lũ lãnh đạo mà thua thằng giang hồ ra toà hay những người chân chính bị bắt vì ""chống phá chế độ""",1.0,5762,"[[4, 5], [19, 37], [83, 100]]"
7126,12889,Phan Chí Trường =)),0.0,5763,[]
7127,12891,"Lên núi làm hảo hán, cướp của quan tham chia cho dân nghèo.",1.0,5764,"[[21, 24], [30, 38]]"
7128,12892,Về đầu thú là tội chết.,1.0,5764,"[[18, 21]]"
7129,12894,choi oi xinh qua ai lop du chu ca mo,0.0,5765,[]
7130,12896,Sai sai anh ê,0.0,5766,[]
7131,12898,Bị đấm gãy cmn răng,1.0,5767,"[[3, 5], [11, 13]]"
7132,12900,má coi y chang như nó nhìn mình nó chửi vậy.,1.0,5768,"[[0, 1], [19, 20], [32, 33], [35, 38]]"
7133,12901,lol,1.0,5768,"[[0, 2]]"
7134,12903,Tien Loc Truong,0.0,5769,[]
7135,12905,hay lắm .,0.0,5770,[]
7136,12906,tuy nghe không được hay cho lắm như mà vẫn thua Sơn Tùng MPT ❤❤,0.0,5770,[]
7137,12908,Con may bi khung,1.0,5771,"[[0, 2], [11, 15]]"
7138,12910,Vậy đủ chậm chưaaa đumaaaaaaaa,1.0,5772,"[[19, 29]]"
7139,12912,Vc,1.0,5773,"[[0, 1]]"
7140,12914,Khách hàng là thiệt,0.0,5774,[]
7141,12916,Mộc An tạo dáng cánh hoa nè,0.0,5775,[]
7142,12918,Mưa gió bão bùng,0.0,5776,[]
7143,12920,Hội chứng tự hào bở ảo tưởng,1.0,5777,"[[20, 27]]"
7144,12922,chạy cao tốc mà dính cái này thì xác định,0.0,5778,[]
7145,12924,đcm.,1.0,5779,"[[0, 2]]"
7146,12925,phạt!,0.0,5779,[]
7147,12926,phạt cái loz.,1.0,5779,"[[9, 11]]"
7148,12927,cáu!,0.0,5779,[]
7149,12929,Biết Gì Đâu con tinh trùng khuyết tật,1.0,5780,"[[16, 36]]"
7150,12931,Clear đang gội đầu.,0.0,5781,[]
7151,12933,Tâm huyết quá !,0.0,5782,[]
7152,12935,Thế thì đề nghị chuyển thành homestay giá sinh viên để mí đứa backpacker như mình có chỗ nghỉ giá hợp lí khi du hí ĐL nghen 😊,0.0,5783,[]
7153,12937,Mua gạo vs mì tôm trứng về thủ mà hết hàng luôn,0.0,5784,[]
7154,12939,Sài tiền âm phủ mang đời đúng roi ta nói bê dê o vn ai cung xinh ai cung đẹp sao be de o tư bản no xấu ma no ao no nô banh xax sài tiền am phu mảng đời kkkkk,1.0,5785,"[[0, 27], [107, 110], [112, 116], [136, 163]]"
7155,12941,"hèn chi Hà Nội khói bụi mù, ô nhiễm ngút trời !",1.0,5786,"[[15, 25], [28, 34]]"
7156,12942,bao nhiêu rác củi gom về Ba Đình đốt hết !,0.0,5786,[]
7157,12943,.báo nào nói ngoài đó dọn nhà đón tết gây ô nhiễm có sai đâu !,0.0,5786,[]
7158,12944,chỉ là tế nhị ko nói là cái nhà nào đó thôi !,0.0,5786,[]
7159,12945,hehehe,0.0,5786,[]
7160,12947,Cái vụ 4000 tỷ 1 tháng thì đéo thấy ói cái máu lol nào ra cả,1.0,5787,"[[27, 29], [43, 49]]"
7161,12949,"Dm, nó giàu nó mặc như lol người ta bảo đẹp:))",1.0,5788,"[[0, 1], [4, 5], [12, 13], [23, 25]]"
7162,12951,"Cộng sản luôn đúng, nếu cộng sản sai thì mày là thằng phản động",1.0,5789,"[[41, 43], [48, 62]]"
7163,12953,có ông nào kí dự án này chưa =)) bắt tay vào mà code đi không không kịp quản lý bây h =)),0.0,5790,[]
7164,12955,Hai chi dep qua ha,0.0,5791,[]
7165,12957,Hoai Tam Truong sời :)),0.0,5792,[]
7166,12959,Ai giàu 3 họ.,0.0,5793,[]
7167,12960,Nhìn tởm,1.0,5793,"[[5, 7]]"
7168,12962,Đm train như cuccut mà vô quất 1 hơi 3-0 sợ thật :v,1.0,5794,"[[0, 1], [13, 18]]"
7169,12964,Con Sờ Ầu ói dòi oi chấp làm gì con âm binh khí đụ tụ hình rạch trời rơi xuống kia hả bạn tôi ơi,1.0,5795,"[[0, 2], [32, 57], [59, 62], [69, 71]]"
7170,12966,Con điên xóm đao,1.0,5796,"[[0, 7]]"
7171,12968,dốc bác cổ có theo dõi ko :)),0.0,5797,[]
7172,12970,12p 10k like :))) bán page không anh,0.0,5798,[]
7173,12972,Đúng rồi cô ơi cô mình hiếu yêu cô 😍😍😍😍😍,0.0,5799,[]
7174,12974,Liếm ko từ 1 cái gì cả cứt và lá xoan cũng liếm nốt,1.0,5800,"[[0, 50]]"
7175,12976,.,0.0,5801,[]
7176,12977,"Tìm hiểu dùm mình nhen bạn, ko phải cứ tây ăn cứt thì ta cũng ăn cứt nhen !",1.0,5801,"[[46, 48], [65, 67]]"
7177,12979,"r, hiểu r, bạn là dlv :)) thôi mình out, k nói lại bạn đc, bye nhé",1.0,5802,"[[18, 20]]"
7178,12981,"Nguyễn Phước uh, thế thì tia cực tím nó có tăng lên thì cũng là lỗi của Mỹ, của Tàu cả nhé, khỏi lôi ra mà chửi Nhà nước nhé, chứ cả VN này có ngừng SX công nghiệp cho các thím ngồi đói rã họng ra cũng dew bớt nóng, bớt cực tím đc đâu :v",1.0,5803,"[[64, 82], [107, 110], [168, 175], [182, 192], [202, 204]]"
7179,12983,Nghe nói e thích 1 người đàn ông có sức hút,0.0,5804,[]
7180,12985,Phúc XO đấy,0.0,5805,[]
7181,12987,"\""đập vào mặt cái nk sale up to 50% thế này còn gì bằng\"" Bạch Tuyết said",0.0,5806,[]
7182,12989,Anh chửi thề chứ không chửi tục nhé,0.0,5807,[]
7183,12991,Vi c/a cang tham nhung manh,1.0,5808,"[[12, 21]]"
7184,12993,Dell hiểu kiểu j,1.0,5809,"[[0, 3]]"
7185,12995,Được anh ưi :<<,0.0,5810,[]
7186,12997,"Cô Minh Hiếu ng miền tây, dưới quê lên mà nói chuyện rất là duyên dáng, dễ thương lắm luôn!",0.0,5811,[]
7187,12998,Chỉ có MC là vô duyên thôi!,0.0,5811,[]
7188,13000,dân chơi Cao Bằng đấy,0.0,5812,[]
7189,13002,Đặng Quang Thắng bài này của nam sinh và 1 bạn nữ 2k1 thì phải,0.0,5813,[]
7190,13004,Nguyễn Thị Hồng Nhung mặc áo mưa đi,0.0,5814,[]
7191,13006,Tuyến Tống l,0.0,5815,[]
7192,13008,Đem ra bắn ngay cái thể loại ấy,1.0,5816,"[[7, 9], [20, 27]]"
7193,13010,Phương Nguyễn Thanh tất nhiên đây là quan điểm của cá nhân mình.,0.0,5817,[]
7194,13011,Chứ việc đi ngược số đông hay không thì tuỳ vào cá nhân cảm nhận mà thôi :)),0.0,5817,[]
7195,13013,Đéo tin.chả nhẽ nó để lộ liễu như thế này á hả,1.0,5818,"[[0, 2], [16, 17]]"
7196,13015,Hải Yến Đ care cmt làm gì?,1.0,5819,"[[8, 8]]"
7197,13016,:))) Ô ai hỏi m à?,1.0,5819,"[[14, 14]]"
7198,13017,:)))),0.0,5819,[]
7199,13019,Idol đã come black và tiên tri lợi hại hơn xưa,0.0,5820,[]
7200,13021,Mạg ng rẻ vậy s?,1.0,5821,"[[0, 14]]"
7201,13023,Abe căng =)),0.0,5822,[]
7202,13025,Dk me khong biet tang thue moi truong de lam gi ?,1.0,5823,"[[0, 4]]"
7203,13027,Nhin mat la biet Đai Du roi.chư đai gia noi j.vang da thi có.no wa pd oi,1.0,5824,"[[46, 52], [61, 62]]"
7204,13029,Việt nam toàn siêu nhân vậy mà đi đc,0.0,5825,[]
7205,13031,"Không thể tha thứ cho loại mat dạy này,",1.0,5826,"[[22, 33]]"
7206,13033,Tộc này căng đét làng này chất lừ:>,0.0,5827,[]
7207,13035,Và thằng cha bảo: Mày xuống xe ngay.,1.0,5828,"[[3, 11], [18, 20]]"
7208,13036,Mất dạy,1.0,5828,"[[0, 6]]"
7209,13038,.,0.0,5829,[]
7210,13039,Mở Miệng Ra Phật Phật.,0.0,5829,[]
7211,13040,Mà Đỉ Lol Này Nọ.,1.0,5829,"[[3, 8]]"
7212,13041,Ô Ế Cửa Phật,1.0,5829,"[[0, 2]]"
7213,13043,Nhìn mặt nc .,1.0,5830,"[[9, 10]]"
7214,13044,Là Bik bộ mặt giả tạo .,1.0,5830,"[[14, 20]]"
7215,13045,Bữa đó lôi tên cô mình Hiếu vo trước .,0.0,5830,[]
7216,13046,Giờ nói kiểu xạo lol,1.0,5830,"[[13, 19]]"
7217,13048,Nam Chu nhiều chuyện lắm.,0.0,5831,[]
7218,13050,"Huyền Khánh Phùng thuyền thì đến bến lại chìm , c thì đến đít k kìm được đâu",1.0,5832,"[[48, 48], [58, 60]]"
7219,13052,Cực kỳ thuyết phục :v,0.0,5833,[]
7220,13054,reaction thầy ơi,0.0,5834,[]
7221,13056,Vấn đề là cho tiền ng nghèo thỳ lấy đâu ra tiền cho các bạn ý đút túi🤗🤗,1.0,5835,"[[62, 68]]"
7222,13058,Uh cần lồn gì phải lịch sự,1.0,5836,"[[7, 9]]"
7223,13060,"Đm, bực bội tức tối, cay cú rồ người lên rồi mà ko dc cất lời ca, xả cơn tức thì khác éo gì ngậm .c.Ức vẫn thấy thơm,",1.0,5837,"[[0, 1], [21, 26], [86, 87], [92, 115]]"
7224,13062,Sơn Tiến,0.0,5838,[]
7225,13064,Co ba oi con rat men mo co ba.0333860751,0.0,5839,[]
7226,13066,Tộc trưởng có thể mai mối cho dân nữ không,0.0,5840,[]
7227,13068,Hàm ông này là ông nào mà bodoi vậy,1.0,5841,"[[26, 30]]"
7228,13070,"Ý chúng nó nói ở đây là nên im lặng và tìm hiểu rõ nguyên nhân , như cư dân mạng ở miền bắc , miền nam , và ở nước ngoài chắc phải bay tận về hà tĩnh tìm hiểu rồi mới được đăng stt chắc :) đúng là cái chế độ này càng ngày càng thối nát, cơ quan báo chí tuyên truyền tung hô toàn cái đéo gì ấy đm chắc ko nói gì là ỉm đi vụ formosa luôn đấy",1.0,5842,"[[2, 9], [227, 234], [283, 285], [293, 294], [314, 315]]"
7229,13072,Luật Nhân Quyền của Mỹ dành cho HonhKong thật sự rất GOOD.,0.0,5843,[]
7230,13073,"Lũ hắc cảnh đã rón dái hết rồi các Bác ạ, làm chó săn cũng để kiếm tiền đi sứ giãy chết, mà giờ bị áp chế thế này thì làm chó chi cho người ta chửi nữa chứ 😷😷😷",1.0,5843,"[[0, 1], [15, 21], [46, 52], [78, 86], [122, 124], [143, 146]]"
7231,13075,Đó là kết quả của nền giáo dục “ưu việt” của bọn vc !,1.0,5844,"[[31, 39], [45, 50]]"
7232,13077,"Thôi xong, en lol rồi 🤣🤣🤣🤣",1.0,5845,"[[14, 16]]"
7233,13079,Cô nói chuyện dễ thương ghê ❤,0.0,5846,[]
7234,13081,Đức Hạnh bài viết có nói rõ ràng là bệnh viện bên đó nó bắt tự các ly tại nhà và không xeta nghiệm mà.,0.0,5847,[]
7235,13083,Hihi cười muốn sặc cơm luôn hihiiiiiii,0.0,5848,[]
7236,13085,Cô my cho ăn chai sting vô đầu nha thầy,1.0,5849,"[[24, 29]]"
7237,13087,Đức Thịnh a lại đang sợ ế đây này à 😂😂,0.0,5850,[]
7238,13089,"Mấy hôm trc đăng bài thấy hay hay, nhưng cái bài này là đéoo ưa nỗi ròi",1.0,5851,"[[56, 59]]"
7239,13091,Sao cái bọn tìm hiểu QH theo dõi ai nó rảnh vcl thế nhỉ,1.0,5852,"[[8, 10], [36, 37], [44, 46]]"
7240,13093,Thắm mồm thối,1.0,5853,"[[5, 12]]"
7241,13095,Trư Bát Giới ngọc trinh dáng ngon mà cái mặt t thề nhìn tắt nứng,1.0,5854,"[[0, 11], [45, 45], [47, 49], [60, 63]]"
7242,13097,Phòng ốc sạch sẽ thoáng mát.,0.0,5855,[]
7243,13098,Ăn ngủ điều độ đúng giờ,0.0,5855,[]
7244,13100,Cực kì thuyết phục <3,0.0,5856,[]
7245,13102,MC Phan Trung :)),0.0,5857,[]
7246,13104,Trần Nhật 🙂 ủa tao nhai lai của ai.,1.0,5858,"[[15, 17], [19, 26]]"
7247,13105,M lạ lồn thế .,1.0,5858,"[[0, 0], [5, 7]]"
7248,13106,Đmm lướt lại cmt xem toàn mấy thánh kêu sống chậm thôi sống nhanh quá ak hay m cx nằm trong số cmt đấy r m quay ra ns tao,1.0,5858,"[[0, 2], [30, 34], [77, 77], [105, 105], [118, 120]]"
7249,13108,Chắc Tiệp nghĩ Tiệp là hạng Thượng đẳng :)),1.0,5859,"[[23, 38]]"
7250,13110,"ô nhiễm ở cái thành phố Hôi Chết Mẹ thì nó bảo là sương mù xuất hiện đẹp như Đà Lạt thứ hai, còn ở Hà Nội chắc đẹp như Sapa, ờ thì Đà Lạt với Sapa nhé",1.0,5860,"[[24, 26], [28, 34], [40, 41]]"
7251,13112,Giày mua trên sóp be trăm rưởi :)))),0.0,5861,[]
7252,13114,Con gia nay sao ra duong duong xe no tong chet me duoi gam xe,1.0,5862,"[[0, 6], [37, 48]]"
7253,13116,Phạm Minh Duy hóng từ fan cứng,0.0,5863,[]
7254,13118,Thương idol quá,0.0,5864,[]
7255,13120,Kệ mẹ mày,1.0,5865,"[[3, 8]]"
7256,13122,Não chó,1.0,5866,"[[0, 6]]"
7257,13124,Tập Cặn Bã:,1.0,5867,"[[0, 9]]"
